id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,mat3,slo3,ang3,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,ponavljanje,passed_year3,year3_overall
1704,3,4,3,4,2,3,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
1705,4,3,4,5,3,3,4,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
1706,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,63,5,0,False,True,2.08
1707,5,5,5,5,3,5,5,4,4,4,4,4,4,0,0,0,0,4,1,0,False,True,3.9
1708,3,4,3,3,3,2,3,2,2,3,3,3,2,0,0,0,0,31,0,0,True,True,2.7
1709,4,4,4,3,2,4,3,3,3,3,3,3,3,2,0,0,0,12,0,0,False,True,3.04
1710,3,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,85,5,0,True,True,2.08
1711,5,5,5,5,5,5,3,4,5,4,4,5,4,0,0,0,0,3,0,0,False,True,4.2
1712,4,5,3,4,4,4,4,3,4,4,3,4,4,0,0,0,0,8,0,0,False,True,3.6
1713,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
1714,5,5,5,5,4,4,4,5,4,4,5,4,4,1,0,0,0,6,0,0,False,True,4.22
1715,5,4,5,5,4,4,5,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
1716,4,5,3,4,5,3,3,5,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
1717,5,5,5,5,5,4,5,5,4,5,5,5,5,6,3,0,0,1,0,0,False,True,5.0
1718,3,4,3,3,2,4,3,3,4,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
1719,3,3,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
1720,4,4,5,5,3,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
1721,3,2,4,4,2,3,4,3,3,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
1722,3,4,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,59,4,0,False,True,2.08
1723,4,3,4,4,2,5,3,3,4,3,3,4,3,1,0,0,0,8,0,0,True,True,3.32
1724,5,4,5,5,4,4,5,4,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
1725,4,3,4,4,3,4,3,3,4,3,3,4,3,1,0,0,0,17,0,0,False,True,3.32
1726,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,68,3,0,False,True,2.08
1727,4,4,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,24,0,0,False,True,3.02
1728,5,4,4,4,5,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
1729,3,2,3,2,2,2,3,2,3,2,2,2,2,0,0,0,0,52,1,0,False,True,2.1
1730,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,68,5,0,False,True,2.08
1731,5,5,4,5,5,4,5,5,5,5,5,5,5,9,4,3,0,1,0,0,False,True,5.0
1732,3,4,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
1733,3,4,3,3,4,3,2,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
1734,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
1735,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
1736,3,4,3,2,2,3,3,2,3,3,3,3,3,0,0,0,0,28,2,0,False,True,2.99
1737,3,5,2,2,3,3,2,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
1738,5,5,5,4,5,5,5,5,5,5,5,5,5,8,6,3,1,0,0,0,False,True,5.0
1739,4,5,4,4,3,3,2,3,3,3,3,3,3,0,0,0,0,33,1,0,False,True,3.0
1740,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
1741,3,3,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
1742,3,3,3,3,4,2,2,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
1743,5,5,4,4,4,5,5,5,5,5,5,5,5,9,8,6,3,0,0,0,False,True,5.0
1744,3,2,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
1745,4,4,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,16,1,0,False,True,3.0
1746,4,5,4,5,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
1747,3,3,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,67,5,0,False,True,2.08
1748,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
1749,3,4,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
1750,5,5,5,5,5,5,5,5,5,5,5,5,5,8,6,4,3,0,0,0,False,True,5.0
1751,5,5,5,5,4,4,5,4,4,5,4,4,5,2,1,0,0,4,0,0,False,True,4.27
1752,4,4,5,5,4,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
1753,3,5,3,4,3,3,3,3,3,3,3,3,3,1,0,0,0,25,1,0,False,True,3.02
1754,5,5,5,5,5,4,5,5,5,5,5,5,5,7,7,0,0,0,0,0,False,True,5.0
1755,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,71,3,0,True,True,2.08
1756,3,4,3,3,4,5,2,4,4,3,4,4,4,1,0,0,0,7,0,0,False,True,3.92
1757,3,3,3,2,2,3,3,3,3,3,3,3,3,0,0,0,0,26,3,0,False,True,2.99
1758,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,71,5,0,False,True,2.08
1759,3,4,2,2,3,3,2,3,2,3,3,2,3,0,0,0,0,31,0,0,True,True,2.7
1760,4,3,4,3,3,3,2,3,3,2,3,3,3,1,0,0,0,35,1,0,False,True,3.02
1761,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
1762,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
1763,3,5,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,24,2,0,False,True,2.99
1764,3,2,4,3,2,2,3,2,2,2,2,2,2,0,0,0,0,73,2,0,False,True,2.09
1765,3,3,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2.08
1766,4,5,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
1767,4,4,3,4,2,4,4,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
1768,3,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,56,8,0,False,True,2.06
1769,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
1770,3,3,3,3,5,3,3,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
1771,3,4,3,4,3,2,3,3,2,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
1772,4,3,4,5,4,4,4,4,4,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
1773,5,5,5,5,5,4,5,5,5,5,5,5,5,7,6,0,0,2,0,0,False,True,5.0
1774,3,5,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,55,2,0,False,True,2.09
1775,4,3,4,4,4,4,3,4,4,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
1776,3,3,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,55,3,0,False,True,2.08
1777,3,2,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
1778,3,2,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
1779,3,4,3,3,2,3,4,2,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
1780,3,3,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,58,1,0,False,True,2.1
1781,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
1782,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,23,1,0,False,True,2.69
1783,5,5,5,5,4,5,4,4,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
1784,4,5,4,4,4,3,4,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
1785,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,False,True,4.99
1786,5,5,5,5,5,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
1787,5,5,4,4,5,5,5,5,5,5,5,5,5,8,7,5,1,0,0,0,False,True,5.0
1788,3,3,2,3,3,3,2,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
1789,4,4,5,5,3,3,5,4,4,4,4,4,4,1,1,0,0,1,0,0,False,True,3.95
1790,3,3,3,2,4,2,3,3,3,3,3,2,3,0,0,0,0,20,1,0,True,True,2.69
1791,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
1792,3,4,3,2,3,3,2,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
1793,4,4,4,4,3,3,4,3,3,3,3,3,3,1,0,0,0,24,1,0,False,True,3.02
1794,3,3,2,2,4,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
1795,4,4,5,5,4,4,3,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
1796,4,5,4,5,5,3,3,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
1797,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
1798,4,3,4,5,3,4,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
1799,5,5,4,4,5,4,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
1800,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,52,0,0,False,True,2.1
1801,3,3,3,3,2,4,2,2,3,3,2,3,3,0,0,0,0,32,1,0,False,True,2.69
1802,5,5,5,5,5,4,5,5,5,5,5,5,5,6,4,0,0,1,0,0,False,True,5.0
1803,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
1804,4,4,4,4,4,4,4,4,3,4,4,4,4,6,1,0,0,4,0,0,False,True,4.05
1805,4,3,3,4,2,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
1806,3,3,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
1807,3,2,4,4,3,2,2,2,2,2,2,2,2,0,0,0,0,50,1,0,False,True,2.1
1808,4,5,3,3,5,3,4,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
1809,3,3,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
1810,4,3,4,5,2,4,5,3,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
1811,4,5,4,5,4,4,4,4,4,4,4,4,4,2,0,0,0,1,0,0,False,True,3.94
1812,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
1813,4,4,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
1814,4,3,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
1815,4,4,4,4,3,4,3,3,4,3,3,4,3,0,0,0,0,10,1,0,False,True,3.29
1816,3,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,65,1,0,False,True,2.1
1817,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,75,6,0,False,True,2.07
1818,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
1819,4,4,4,4,4,3,3,4,3,3,4,3,3,0,0,0,0,7,1,0,False,True,3.29
1820,3,2,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
1821,4,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
1822,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,68,4,0,True,True,2.08
1824,3,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
1825,3,2,2,2,2,2,3,2,2,3,2,2,2,0,0,0,0,59,3,0,False,True,2.08
1826,3,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,58,1,0,True,True,2.1
1827,4,3,5,4,3,5,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
1828,3,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
1829,3,4,2,2,3,3,2,3,3,2,3,3,3,0,0,0,0,36,0,0,False,True,3.0
1830,4,5,5,4,5,4,4,4,4,4,4,4,4,0,0,0,0,6,1,0,False,True,3.9
1831,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
1832,3,3,3,3,4,3,2,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
1833,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,0,0,0,0,0,False,True,4.99
1834,3,3,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,62,5,0,False,True,2.08
1835,3,2,3,3,3,2,4,3,2,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
1836,3,5,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,33,1,0,False,True,3.0
1837,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
1838,4,4,5,4,4,4,3,4,4,4,4,4,4,0,0,0,0,11,0,0,False,True,3.9
1839,3,3,3,4,3,2,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
1840,3,4,2,2,3,2,2,3,2,2,2,2,2,0,0,0,0,45,3,0,False,True,2.08
1841,3,3,2,2,3,3,2,3,3,2,3,3,2,0,0,0,0,27,1,0,False,True,2.69
1842,5,5,5,5,5,4,5,5,5,5,5,5,5,8,6,4,0,0,0,0,False,True,5.0
1843,3,2,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
1844,3,4,3,3,3,3,2,3,3,2,2,3,3,0,0,0,0,16,0,0,True,True,2.7
1845,3,3,4,3,2,4,3,2,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
1846,4,3,5,5,3,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
1847,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,69,5,0,False,True,2.08
1848,4,3,4,4,3,3,4,3,3,4,3,3,4,0,0,0,0,10,1,0,False,True,3.29
1849,4,4,4,4,3,5,3,4,5,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
1850,3,3,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
1851,3,4,2,3,3,2,3,3,2,2,3,3,2,0,0,0,0,34,3,0,True,True,2.69
1852,4,3,4,5,3,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
1853,4,5,3,3,4,4,5,4,4,4,4,4,4,1,1,0,0,4,0,0,False,True,3.95
1854,5,5,5,5,5,5,4,5,5,5,5,5,5,6,6,0,0,0,0,0,False,True,5.0
1855,3,3,3,2,3,3,2,3,3,3,3,3,3,1,0,0,0,27,1,0,False,True,3.02
1856,3,3,4,3,2,3,3,2,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
1857,3,3,4,4,2,2,3,2,2,2,2,2,2,0,0,0,0,98,8,0,True,True,2.06
1858,3,5,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
1859,5,4,5,5,5,5,5,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
1860,3,3,2,3,3,3,2,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
1861,3,2,3,4,2,2,4,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
1862,3,4,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,63,2,0,False,True,2.09
1863,5,5,5,4,5,5,5,5,5,5,5,5,5,9,9,6,1,0,0,0,False,True,5.0
1864,5,4,4,4,5,4,5,5,5,5,5,5,5,9,6,4,1,0,0,0,False,True,5.0
1865,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
1866,4,4,3,4,4,2,4,4,3,4,4,3,4,0,0,0,0,17,0,0,False,True,3.6
1867,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,61,0,0,False,True,2.1
1868,3,3,3,3,4,4,5,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
1869,4,5,4,4,4,4,3,4,4,3,4,4,4,0,0,0,0,5,0,0,False,True,3.9
1870,4,4,4,4,5,4,3,5,4,4,5,4,4,2,0,0,0,3,0,0,False,True,4.24
1871,4,3,4,3,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
1872,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
1873,5,5,5,5,5,4,5,5,5,5,5,5,5,8,6,5,2,0,0,0,False,True,5.0
1874,4,3,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
1875,4,4,4,4,4,5,4,4,5,4,4,5,4,2,2,0,0,4,0,0,False,True,4.3
1876,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,77,4,0,False,True,2.08
1877,3,4,3,2,2,3,2,3,2,2,2,2,2,0,0,0,0,75,4,0,False,True,2.08
1878,3,4,3,3,4,2,2,3,2,2,3,2,2,1,0,0,0,70,3,0,False,True,2.41
1879,5,5,4,5,4,4,4,4,4,4,4,4,4,2,0,0,0,4,1,0,False,True,3.94
1880,4,4,5,4,4,4,2,3,3,2,3,3,2,1,0,0,0,22,0,0,False,True,2.72
1881,4,4,3,4,2,3,3,3,3,3,3,3,3,1,0,0,0,21,0,0,False,True,3.02
1882,4,4,4,4,3,3,4,3,3,4,3,3,3,0,0,0,0,18,1,0,False,True,3.0
1883,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,0,0,0,0,0,False,True,4.99
1884,5,5,4,5,5,4,5,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
1885,3,5,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,43,0,0,False,True,2.1
1886,4,4,4,3,3,4,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
1887,4,3,5,4,2,4,3,3,4,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
1888,5,4,5,5,4,5,4,4,5,4,4,4,4,2,1,0,0,5,0,0,False,True,3.97
1889,4,4,4,5,4,3,4,4,4,4,4,4,4,1,0,0,0,5,1,0,False,True,3.92
1890,4,3,5,5,4,3,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
1891,5,5,5,5,4,5,5,5,5,5,5,5,5,8,5,3,1,0,0,0,False,True,5.0
1892,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
1893,4,5,3,3,3,4,2,3,3,2,3,3,2,0,0,0,0,19,0,0,True,True,2.7
1894,4,5,4,5,4,3,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
1895,4,5,3,3,4,2,3,3,3,3,3,3,3,1,0,0,0,24,2,0,False,True,3.01
1896,3,5,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,82,5,0,False,True,2.08
1897,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
1898,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,54,1,0,False,True,2.1
1899,4,3,5,4,2,4,4,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
1900,5,4,4,5,4,4,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
1901,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
1902,3,3,2,3,2,3,2,2,2,2,2,2,2,1,0,0,0,63,4,0,False,True,2.1
1903,4,4,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
1904,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,69,3,0,False,True,2.08
1905,5,5,4,4,5,4,2,4,4,3,4,4,4,0,0,0,0,8,0,0,False,True,3.9
1906,4,4,5,4,4,5,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
1907,5,5,5,4,5,5,5,5,5,5,5,5,5,7,7,0,0,0,0,0,False,True,5.0
1908,3,5,2,2,3,2,3,3,2,3,3,2,3,0,0,0,0,28,1,0,True,True,2.69
1909,3,2,2,2,3,3,2,3,3,2,3,3,2,0,0,0,0,32,0,0,True,True,2.7
1910,5,5,4,4,4,5,4,4,5,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
1911,4,4,3,4,3,4,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
1912,4,3,3,4,4,4,3,4,4,4,4,4,4,3,0,0,0,7,0,0,False,True,3.96
1913,3,3,2,2,4,2,2,4,3,2,3,3,3,0,0,0,0,19,1,0,False,True,3.0
1914,4,4,4,5,3,5,3,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
1915,5,5,5,4,5,4,3,4,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
1916,3,3,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,79,5,0,True,True,2.08
1917,3,3,3,2,3,2,3,3,2,3,3,3,2,1,0,0,0,19,1,0,False,True,2.71
1918,4,5,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
1919,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,56,1,0,False,True,2.1
1920,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,2,0,False,True,2.09
1921,3,3,2,2,2,2,3,3,2,2,3,2,2,0,0,0,0,69,8,0,False,True,2.36
1922,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
1923,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,52,6,0,False,True,2.07
1924,3,4,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,65,4,0,False,True,2.08
1925,3,3,3,2,3,3,2,3,3,3,3,3,3,0,0,0,0,27,2,0,False,True,2.99
1927,3,4,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,41,2,0,False,True,2.09
1928,3,5,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,29,0,0,False,True,3.02
1929,3,4,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,35,2,0,False,True,2.99
1931,4,4,4,4,4,2,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
1932,3,2,3,4,2,3,3,2,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
1933,3,5,4,4,4,3,3,3,3,3,3,3,3,1,0,0,0,35,1,0,False,True,3.02
1934,4,3,4,4,3,4,4,4,4,4,4,4,4,2,0,0,0,1,0,0,False,True,3.94
1935,3,2,4,3,2,3,2,2,2,2,2,2,2,0,0,0,0,73,3,0,False,True,2.08
1936,4,5,4,4,5,4,3,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
1937,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
1938,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,79,4,0,False,True,2.08
1939,5,5,4,5,4,4,5,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
1940,4,5,4,4,4,3,3,3,3,3,3,3,3,1,0,0,0,23,3,0,False,True,3.01
1941,5,5,5,5,4,4,5,4,4,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
1942,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,64,6,0,False,True,2.07
1943,3,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,19,2,0,False,True,2.99
1945,3,2,3,3,2,3,4,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
1946,5,5,5,5,4,4,5,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
1947,4,3,3,4,4,2,3,3,3,3,3,3,3,1,0,0,0,27,1,0,False,True,3.02
1948,5,5,5,5,5,4,5,5,5,5,5,5,5,8,4,2,0,0,0,0,False,True,5.0
1949,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
1950,5,5,5,5,5,4,5,5,5,5,5,5,5,9,5,4,2,0,0,0,False,True,5.0
1951,3,3,2,3,4,2,3,3,3,3,3,3,2,0,0,0,0,27,0,0,True,True,2.7
1952,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
1953,3,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,21,0,0,True,True,3.0
1954,3,2,3,2,3,3,2,2,3,2,2,3,3,1,0,0,0,36,3,0,True,True,2.71
1955,3,2,3,3,3,3,2,2,3,2,2,3,2,0,0,0,0,65,3,0,False,True,2.39
1956,5,4,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,1,0,False,True,3.9
1957,4,5,4,5,3,3,4,3,3,4,3,3,4,0,0,0,0,9,0,0,False,True,3.3
1958,3,3,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
1959,3,4,4,3,3,4,4,3,4,4,3,4,4,0,0,0,0,4,0,0,False,True,3.6
1960,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,55,3,0,False,True,2.08
1961,5,5,5,4,5,4,4,4,4,4,4,4,4,1,1,0,0,4,0,0,False,True,3.95
1962,3,3,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,58,6,0,False,True,2.07
1964,4,4,4,4,5,4,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
1965,5,5,5,5,5,5,4,5,5,5,5,5,5,9,6,4,1,0,0,0,False,True,5.0
1966,3,3,3,3,3,3,3,3,3,3,3,2,3,0,0,0,0,26,0,0,False,True,2.7
1967,3,3,3,3,3,4,4,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
1968,3,2,3,3,2,3,4,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
1969,4,5,5,4,4,4,3,4,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
1970,4,4,3,4,4,3,4,4,4,4,4,4,4,3,0,0,0,2,0,0,False,True,3.96
1971,3,2,2,2,3,2,2,2,2,2,2,3,2,0,0,0,0,68,5,0,True,True,2.38
1972,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
1973,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
1974,4,4,4,4,4,4,3,4,4,3,4,4,4,2,1,0,0,6,0,0,False,True,3.97
1975,3,2,3,2,2,3,3,2,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
1976,5,5,4,5,4,4,5,4,4,4,4,4,4,1,1,0,0,5,0,0,False,True,3.95
1977,4,3,4,5,4,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
1978,5,5,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
1979,4,4,4,5,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
