id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year1,year1_overall
1932,2,2,2,2,2,2,2,0,0,0,0,98,3,0,False,True,2
1933,3,3,3,3,4,3,3,0,0,0,0,5,0,0,False,True,3
1934,5,4,5,5,4,4,5,1,0,0,0,3,0,0,False,True,4
1935,5,5,5,5,5,5,5,5,2,1,0,1,0,0,False,True,5
1936,3,3,3,3,3,2,3,0,0,0,0,114,9,0,False,True,3
1937,2,2,2,3,2,2,2,0,0,0,0,116,7,0,True,True,2
1938,3,3,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3
1939,2,2,2,2,2,2,2,0,0,0,0,130,18,1,False,True,2
1940,4,5,3,4,5,3,3,0,0,0,0,29,0,0,False,True,4
1941,5,3,4,5,5,5,5,4,3,2,1,0,0,0,False,True,5
1942,3,3,3,3,4,4,3,0,0,0,0,10,0,0,False,True,4
1943,4,2,4,4,2,4,4,0,0,0,0,13,0,0,False,True,3
1944,2,2,2,2,2,2,2,0,0,0,0,126,2,0,False,True,2
1945,3,5,2,2,3,3,3,1,0,0,0,9,0,0,False,True,3
1946,2,2,2,3,2,2,2,0,0,0,0,136,17,1,False,True,2
1947,3,3,2,2,3,2,3,0,0,0,0,46,0,0,False,True,3
1948,3,3,4,3,3,4,4,0,0,0,0,8,0,0,False,True,4
1949,2,2,2,3,1,2,2,0,0,0,0,69,6,0,True,False,2
1950,5,5,4,4,5,4,5,1,0,0,0,0,0,0,False,True,5
1951,4,5,3,4,4,4,3,0,0,0,0,8,1,0,False,True,4
1952,5,5,5,5,5,5,5,5,1,0,0,0,0,0,False,True,5
1953,2,2,3,3,2,2,3,0,0,0,0,81,5,0,False,True,2
1954,4,4,3,5,3,3,4,0,0,0,0,32,0,0,False,True,3
1955,3,3,3,3,3,2,4,1,0,0,0,17,0,0,False,True,3
1956,4,4,3,4,4,3,5,1,0,0,0,4,0,0,False,True,4
1957,2,3,2,2,2,2,2,0,0,0,0,74,2,0,False,True,2
1958,4,3,4,4,3,3,3,0,0,0,0,35,1,0,False,True,3
1959,5,4,4,5,5,5,5,7,3,2,1,0,0,0,False,True,5
1960,2,3,2,3,3,2,3,0,0,0,0,47,0,0,False,True,3
1961,3,2,4,4,2,3,3,0,0,0,0,57,4,0,False,True,3
1962,3,2,4,3,3,3,3,0,0,0,0,33,0,0,False,True,3
1963,5,4,4,5,4,4,5,1,0,0,0,2,0,0,False,True,4
1964,3,4,2,3,3,3,3,0,0,0,0,9,0,0,False,True,3
1965,5,5,3,4,4,4,4,0,0,0,0,7,0,0,False,True,4
1966,4,4,4,5,4,3,4,0,0,0,0,12,0,0,False,True,4
1967,2,2,2,2,2,2,2,0,0,0,0,130,19,1,False,True,2
1968,4,4,3,4,4,3,4,1,0,0,0,24,0,0,False,True,4
1969,3,3,3,3,3,3,3,0,0,0,0,45,2,0,False,True,3
1970,3,5,3,3,4,3,2,0,0,0,0,33,1,0,False,True,3
1971,3,4,3,3,4,3,3,0,0,0,0,32,3,0,False,True,3
1972,5,4,4,4,5,4,4,1,0,0,0,0,0,0,False,True,4
1973,3,2,3,3,2,3,3,0,0,0,0,11,0,0,False,True,3
1974,3,2,3,3,3,3,3,1,0,0,0,44,2,0,False,True,3
1975,3,2,3,3,3,3,4,0,0,0,0,43,2,0,False,True,3
1976,3,3,3,3,2,3,3,1,0,0,0,51,2,0,False,True,3
1977,3,5,3,4,3,3,3,0,0,0,0,39,4,0,False,True,3
1978,3,2,3,4,3,3,3,0,0,0,0,54,3,0,False,True,3
1979,3,3,4,4,3,3,3,0,0,0,0,41,1,0,False,True,3
1980,2,3,2,2,2,2,2,0,0,0,0,81,10,1,True,True,2
1981,3,2,3,4,3,3,3,0,0,0,0,26,0,0,False,True,3
1982,5,5,3,4,5,4,5,2,1,1,0,0,0,0,False,True,5
1983,5,5,4,4,4,5,5,2,2,1,0,1,0,0,False,True,5
1984,3,4,3,3,3,3,4,0,0,0,0,32,0,0,False,True,3
1985,3,4,4,4,3,2,3,0,0,0,0,5,1,0,False,True,3
1986,3,4,3,4,3,4,3,1,0,0,0,1,0,0,False,True,3
1987,3,3,3,3,4,2,3,0,0,0,0,46,2,0,False,True,3
1988,3,2,2,3,3,2,3,0,0,0,0,71,6,0,False,True,3
1989,2,2,2,2,2,1,2,0,0,0,0,67,6,0,True,False,2
1990,5,5,5,5,5,5,5,3,0,0,0,0,0,0,False,True,5
1991,2,3,2,2,2,2,2,0,0,0,0,154,21,2,False,True,2
1992,5,5,5,5,5,5,5,6,2,2,0,1,0,0,False,True,5
1993,3,2,3,3,2,4,3,1,0,0,0,42,3,0,False,True,3
1994,2,2,2,2,2,2,2,1,0,0,0,47,2,0,False,True,2
1995,5,4,4,5,4,5,5,3,0,0,0,0,0,0,False,True,5
1996,3,2,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3
1997,3,2,3,3,2,3,2,0,0,0,0,139,9,0,False,True,2
1998,3,2,3,3,3,2,3,0,0,0,0,38,0,0,False,True,3
1999,2,2,2,3,2,2,2,0,0,0,0,122,11,1,True,True,2
2000,4,4,2,3,4,3,3,0,0,0,0,53,1,0,False,True,3
2001,3,2,3,3,2,4,3,0,0,0,0,29,1,0,False,True,3
2002,3,3,4,4,2,3,3,0,0,0,0,63,0,0,False,True,3
2003,5,5,5,5,5,4,4,1,0,0,0,0,0,0,False,True,4
2004,3,2,3,3,3,3,3,0,0,0,0,3,0,0,False,True,3
2005,5,5,4,3,5,5,4,2,0,0,0,1,0,0,False,True,5
2006,4,2,3,4,3,3,4,0,0,0,0,16,1,0,False,True,3
2007,3,2,3,3,2,3,2,0,0,0,0,49,3,0,False,True,2
2008,3,2,4,4,2,3,3,0,0,0,0,11,0,0,False,True,3
2009,3,5,3,4,4,2,3,0,0,0,0,7,0,0,False,True,3
2010,3,5,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3
2011,3,3,2,3,3,2,2,0,0,0,0,30,0,0,False,True,2
2012,3,4,4,4,4,3,3,0,0,0,0,10,0,0,False,True,3
2013,3,2,3,4,2,4,3,0,0,0,0,23,1,0,False,True,3
2014,5,5,4,5,5,4,5,2,1,1,0,0,0,0,False,True,5
2015,4,3,4,5,3,3,4,0,0,0,0,5,0,0,False,True,3
2016,3,4,2,2,3,2,2,0,0,0,0,14,0,0,False,True,2
2017,3,2,3,3,2,3,3,1,0,0,0,31,0,0,False,True,3
2018,4,2,3,4,3,4,4,0,0,0,0,4,0,0,False,True,4
2019,4,5,4,4,4,3,3,0,0,0,0,8,0,0,False,True,3
2020,4,2,3,4,3,5,4,0,0,0,0,0,0,0,False,True,4
2021,4,2,3,4,3,3,4,0,0,0,0,20,0,0,False,True,3
2022,2,2,2,3,2,2,2,0,0,0,0,126,17,1,False,True,2
2023,3,2,4,3,3,3,2,0,0,0,0,24,0,0,False,True,3
2024,4,4,3,4,3,3,4,0,0,0,0,29,0,0,False,True,3
2025,5,4,4,5,4,4,5,1,0,0,0,2,0,0,False,True,4
2026,2,2,3,3,2,3,2,0,0,0,0,69,11,1,False,True,2
2027,4,2,4,5,3,4,4,1,0,0,0,7,1,0,False,True,4
2028,3,3,3,4,2,2,3,0,0,0,0,77,2,0,False,True,2
2029,3,2,4,4,2,3,3,0,0,0,0,26,1,0,False,True,3
2030,4,3,2,3,3,3,4,0,0,0,0,3,0,0,False,True,3
2031,2,2,2,2,2,2,2,0,0,0,0,91,8,0,False,True,2
2032,2,2,2,2,2,2,2,0,0,0,0,149,20,2,False,True,2
2033,4,5,3,4,4,4,4,0,0,0,0,3,0,0,False,True,4
2034,3,3,3,4,3,3,3,0,0,0,0,22,0,0,False,True,3
2035,5,4,4,5,5,5,5,8,5,5,2,2,0,0,False,True,5
2036,4,3,3,5,4,3,4,1,0,0,0,3,0,0,False,True,4
2037,5,4,5,5,4,5,4,3,1,0,0,3,0,0,False,True,4
2038,3,3,3,3,2,3,3,0,0,0,0,29,0,0,False,True,3
2039,3,2,3,4,3,3,3,0,0,0,0,41,5,0,False,True,3
2040,3,3,3,3,3,3,3,0,0,0,0,12,0,0,False,True,3
2041,4,2,3,3,3,4,3,0,0,0,0,10,0,0,False,True,3
2042,4,4,4,4,4,3,4,1,0,0,0,8,0,0,False,True,4
2043,4,2,4,4,3,4,3,0,0,0,0,42,2,0,False,True,3
2044,5,4,3,5,4,3,4,1,0,0,0,13,0,0,False,True,4
2045,4,3,3,4,2,3,4,0,0,0,0,15,1,0,False,True,3
2046,3,2,3,4,2,2,3,0,0,0,0,79,5,0,False,True,2
2047,2,2,2,2,2,2,2,0,0,0,0,145,14,1,False,True,2
2048,3,3,3,2,3,2,3,0,0,0,0,119,9,0,False,True,3
2049,4,4,3,3,4,4,3,0,0,0,0,11,0,0,False,True,4
2050,3,3,3,2,4,3,3,1,0,0,0,31,0,0,False,True,3
2051,2,3,2,2,2,2,2,0,0,0,0,137,12,1,False,True,2
2052,5,5,4,5,5,4,5,1,1,1,0,2,0,0,False,True,5
2053,3,2,2,3,2,3,3,0,0,0,0,38,2,0,False,True,3
2054,2,3,2,2,2,2,2,0,0,0,0,138,10,1,True,True,2
2055,2,2,2,3,2,2,2,0,0,0,0,127,19,1,True,True,2
2056,3,5,3,3,4,2,3,0,0,0,0,33,0,0,False,True,3
2057,5,4,5,5,5,4,5,2,1,1,0,2,0,0,False,True,5
2058,2,2,2,2,2,2,2,0,0,0,0,133,16,1,False,True,2
2059,4,3,4,4,4,4,4,1,0,0,0,2,1,0,False,True,4
2060,2,4,2,2,2,2,2,1,0,0,0,133,9,0,False,True,2
2061,4,4,4,5,3,4,5,3,1,1,0,0,0,0,False,True,4
2062,3,2,3,3,2,3,2,0,0,0,0,50,3,0,False,True,2
2063,4,5,3,3,4,4,3,1,1,0,0,4,0,0,False,True,4
2064,4,4,3,4,4,3,3,1,0,0,0,5,0,0,False,True,3
2065,3,3,3,3,2,3,2,0,0,0,0,63,7,0,False,True,2
2066,4,4,3,3,3,3,4,0,0,0,0,10,0,0,False,True,3
2067,4,4,4,4,4,4,4,1,0,0,0,21,0,0,False,True,4
2068,3,4,4,4,3,3,3,0,0,0,0,21,0,0,False,True,3
2069,2,2,2,3,2,2,3,0,0,0,0,41,1,0,False,True,2
2070,4,2,3,4,3,4,3,0,0,0,0,28,1,0,False,True,3
2071,2,3,2,2,2,2,2,0,0,0,0,175,20,2,False,True,2
2072,2,2,2,2,2,2,2,0,0,0,0,84,4,0,False,True,2
2073,3,3,2,3,3,2,4,0,0,0,0,15,0,0,False,True,3
2074,3,2,3,3,3,3,3,1,0,0,0,29,0,0,False,True,3
2075,4,2,2,4,3,3,3,0,0,0,0,19,1,0,False,True,3
2076,3,3,3,2,3,2,3,0,0,0,0,28,1,0,False,True,3
2077,3,4,4,4,3,3,4,0,0,0,0,12,0,0,False,True,3
2078,4,2,4,4,4,4,4,0,0,0,0,2,0,0,False,True,4
2079,3,2,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3
2080,5,4,4,5,4,4,5,1,0,0,0,0,0,0,False,True,4
2081,2,2,2,2,2,3,2,0,0,0,0,121,13,1,True,True,2
2082,2,3,2,2,2,2,2,0,0,0,0,121,13,1,False,True,2
2083,5,5,5,5,5,5,4,6,3,1,1,2,0,0,False,True,5
2084,3,4,4,4,3,4,3,0,0,0,0,21,1,0,False,True,3
2085,3,5,4,4,4,3,3,1,0,0,0,36,1,0,False,True,3
2086,3,3,4,3,3,3,2,0,0,0,0,31,0,0,False,True,3
2087,5,4,4,5,4,4,4,2,0,0,0,0,0,0,False,True,4
2088,3,2,3,4,2,3,3,0,0,0,0,38,0,0,False,True,3
2089,3,2,4,4,3,3,3,0,0,0,0,21,0,0,False,True,3
2090,2,3,2,2,1,1,1,0,0,0,0,163,27,2,True,False,1
2091,3,2,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3
2092,4,3,4,4,3,4,4,0,0,0,0,2,0,0,False,True,4
2093,2,2,2,2,2,2,2,0,0,0,0,117,7,0,False,True,2
2094,4,3,3,3,4,3,3,0,0,0,0,13,0,0,False,True,3
2095,3,2,3,4,3,3,2,0,0,0,0,71,3,0,False,True,3
2096,5,4,4,5,5,4,5,2,2,2,0,1,0,0,False,True,5
2097,2,2,2,2,2,2,2,0,0,0,0,132,12,1,False,True,2
2098,2,2,2,2,2,2,2,0,0,0,0,34,0,0,False,True,2
2099,2,2,2,2,2,2,2,0,0,0,0,134,9,0,True,True,2
2100,2,2,2,2,2,2,2,0,0,0,0,110,4,0,False,True,2
2101,4,2,4,4,3,4,3,0,0,0,0,15,0,0,False,True,3
2102,3,4,3,3,3,3,3,0,0,0,0,12,0,0,False,True,3
2103,2,2,2,2,2,2,2,0,0,0,0,103,7,0,True,True,2
2104,3,5,3,3,4,3,3,0,0,0,0,6,0,0,False,True,3
2105,3,2,4,4,2,3,3,0,0,0,0,32,2,0,False,True,3
2106,4,2,3,4,4,3,4,1,0,0,0,6,0,0,False,True,4
2107,2,2,2,3,2,2,1,0,0,0,0,143,14,1,True,False,2
2108,3,3,4,4,3,3,4,0,0,0,0,13,0,0,False,True,3
2109,3,2,3,3,2,3,3,0,0,0,0,36,0,0,False,True,3
2110,4,3,3,3,4,3,4,2,0,0,0,2,0,0,False,True,4
2111,3,5,4,4,3,3,3,1,0,0,0,9,0,0,False,True,3
2112,3,4,4,4,3,3,3,0,0,0,0,18,0,0,False,True,3
2113,5,4,4,4,5,5,4,3,0,0,0,0,0,0,False,True,5
2114,5,5,4,4,5,5,5,6,3,2,0,1,0,0,False,True,5
2115,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3
2116,4,5,3,4,4,4,4,1,0,0,0,0,0,0,False,True,4
2117,5,4,4,4,5,4,5,0,0,0,0,3,0,0,False,True,4
2118,2,3,2,2,2,1,2,0,0,0,0,102,5,0,True,False,2
2119,3,4,2,3,3,3,3,0,0,0,0,31,0,0,False,True,3
2120,4,5,3,4,4,4,4,0,0,0,0,2,0,0,False,True,4
2121,4,3,3,4,2,4,3,0,0,0,0,26,0,0,False,True,3
2122,3,2,4,4,2,3,3,0,0,0,0,53,4,0,False,True,3
2123,3,2,3,2,3,3,3,0,0,0,0,12,0,0,False,True,3
2124,3,3,3,3,2,3,3,0,0,0,0,15,0,0,False,True,3
2125,3,2,3,3,3,4,3,2,0,0,0,38,0,0,False,True,3
2126,5,4,4,5,4,4,5,0,0,0,0,3,0,0,False,True,4
2127,3,5,3,3,4,2,3,0,0,0,0,52,0,0,False,True,3
2128,4,3,4,4,3,3,3,1,0,0,0,40,0,0,False,True,3
2129,3,3,4,5,2,3,4,0,0,0,0,35,1,0,False,True,3
2130,4,4,3,4,4,4,3,0,0,0,0,1,0,0,False,True,4
2131,3,4,2,2,3,2,3,0,0,0,0,29,0,0,False,True,3
2132,3,2,3,3,2,3,2,0,0,0,0,40,1,0,False,True,2
2133,3,5,3,3,4,3,4,0,0,0,0,5,0,0,False,True,4
2134,3,5,4,3,3,4,3,0,0,0,0,7,0,0,False,True,3
2135,4,5,3,4,4,4,4,0,0,0,0,20,0,0,False,True,4
2136,3,2,3,4,3,3,3,0,0,0,0,27,1,0,False,True,3
2137,3,3,3,3,3,3,3,1,0,0,0,48,1,0,False,True,3
2138,3,4,4,3,4,4,2,0,0,0,0,11,0,0,False,True,3
2139,2,2,2,3,2,2,3,0,0,0,0,97,7,0,False,True,2
2140,3,3,3,3,3,2,3,0,0,0,0,30,0,0,False,True,3
2141,5,3,5,5,5,5,4,6,1,0,0,3,0,0,False,True,5
2142,3,2,3,3,3,3,3,0,0,0,0,11,0,0,False,True,3
2143,4,2,3,4,3,3,4,0,0,0,0,13,0,0,False,True,3
2144,2,2,2,3,2,2,2,0,0,0,0,71,6,0,False,True,2
2145,2,2,2,2,2,2,2,0,0,0,0,86,5,0,False,True,2
2146,4,2,4,5,3,4,4,0,0,0,0,13,0,0,False,True,4
2147,2,2,2,2,2,2,2,0,0,0,0,53,3,0,False,True,2
2148,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,4
2149,4,3,3,5,3,3,4,0,0,0,0,30,1,0,False,True,3
2150,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3
2151,2,2,2,2,2,2,2,0,0,0,0,153,14,1,False,True,2
2152,3,3,4,4,3,3,4,0,0,0,0,8,0,0,False,True,3
2153,5,4,5,5,5,5,5,4,2,2,2,0,0,0,False,True,5
2154,4,4,4,5,4,4,4,0,0,0,0,7,0,0,False,True,4
2155,5,3,4,5,4,4,5,2,0,0,0,1,0,0,False,True,4
2156,4,5,4,4,5,4,3,1,0,0,0,1,0,0,False,True,4
2157,5,4,5,5,5,5,5,7,2,2,1,0,0,0,False,True,5
2158,4,3,3,4,4,3,4,0,0,0,0,5,0,0,False,True,4
2159,3,3,3,4,3,3,3,0,0,0,0,14,0,0,False,True,3
2160,4,5,4,5,4,4,4,0,0,0,0,2,0,0,False,True,4
2161,4,4,2,3,4,3,3,1,0,0,0,13,0,0,False,True,3
2162,3,3,3,3,3,3,3,0,0,0,0,10,0,0,False,True,3
2163,5,3,5,5,5,5,5,7,3,2,2,0,0,0,False,True,5
2164,3,3,3,3,3,3,3,0,0,0,0,10,0,0,False,True,3
2165,3,2,4,4,2,3,3,0,0,0,0,80,6,0,False,True,3
2166,5,4,4,5,4,5,4,2,0,0,0,9,0,0,False,True,4
2167,5,5,4,5,4,5,4,3,0,0,0,6,0,0,False,True,4
2168,3,5,3,3,3,3,3,0,0,0,0,35,1,0,False,True,3
2169,3,3,3,4,3,3,4,0,0,0,0,18,0,0,False,True,3
2170,4,3,3,4,4,4,3,0,0,0,0,13,1,0,False,True,4
2171,2,4,2,2,2,2,2,0,0,0,0,95,7,0,False,True,2
2172,2,3,2,2,2,2,2,0,0,0,0,149,19,1,True,True,2
2173,5,4,4,5,5,5,4,0,0,0,0,1,0,0,False,True,4
2174,5,3,5,5,5,4,5,2,1,1,0,1,0,0,False,True,5
2175,2,2,2,2,2,1,1,0,0,0,0,138,17,1,True,False,1
2176,3,4,3,3,3,4,3,0,0,0,0,10,1,0,False,True,3
2177,5,3,5,5,4,5,5,1,0,0,0,0,0,0,False,True,5
2178,2,2,3,2,2,2,3,0,0,0,0,43,0,0,True,True,2
2179,2,2,2,2,2,2,2,0,0,0,0,80,1,0,False,True,2
2180,5,5,5,5,5,5,5,7,3,1,0,0,0,0,False,True,5
2181,2,3,2,3,2,2,2,0,0,0,0,134,13,1,True,True,2
2182,4,3,4,4,4,4,4,1,0,0,0,2,0,0,False,True,4
2183,4,2,3,4,3,4,3,0,0,0,0,19,0,0,False,True,3
2184,4,3,3,4,3,4,4,1,0,0,0,7,0,0,False,True,4
2185,3,2,3,3,2,2,4,0,0,0,0,27,1,0,False,True,3
2186,2,2,2,2,2,2,2,0,0,0,0,78,4,0,False,True,2
2187,5,4,5,5,5,5,5,8,2,0,0,1,0,0,False,True,5
2188,3,5,3,3,3,2,3,0,0,0,0,40,3,0,False,True,3
2189,2,2,3,3,2,2,2,0,0,0,0,27,1,0,False,True,2
2190,4,5,2,3,3,3,4,0,0,0,0,42,2,0,False,True,3
2191,4,3,3,4,4,4,3,1,1,0,0,4,0,0,False,True,4
2192,2,2,2,2,2,2,2,0,0,0,0,146,22,2,False,True,2
2193,5,4,5,5,4,4,5,0,0,0,0,0,0,0,False,True,4
2194,5,5,5,5,5,5,4,5,1,1,0,2,0,0,False,True,5
2195,4,3,3,4,4,5,3,0,0,0,0,0,0,0,False,True,4
2196,5,4,4,5,5,5,5,6,1,0,0,0,0,0,False,True,5
2197,3,2,3,3,3,4,3,1,0,0,0,21,0,0,False,True,3
2198,2,3,2,2,2,2,2,0,0,0,0,70,6,0,False,True,2
2199,3,2,3,4,3,3,3,0,0,0,0,28,2,0,False,True,3
2200,3,5,3,4,4,3,3,1,0,0,0,6,0,0,False,True,3
2201,2,2,2,2,2,2,2,0,0,0,0,82,8,0,False,True,2
2202,2,3,2,2,2,2,2,0,0,0,0,41,2,0,False,True,2
2203,3,4,3,3,3,2,3,0,0,0,0,49,1,0,False,True,3
2204,3,2,2,2,3,2,2,0,0,0,0,147,13,1,False,True,2
2205,2,2,2,2,2,2,2,0,0,0,0,71,3,0,False,True,2
2206,5,5,4,5,4,5,5,2,0,0,0,3,0,0,False,True,5
2207,3,4,3,3,3,3,3,0,0,0,0,6,0,0,False,True,3
2208,2,3,2,2,3,2,2,0,0,0,0,85,2,0,False,True,2
2209,2,3,2,2,3,2,2,0,0,0,0,67,4,0,False,True,2
2210,4,5,4,5,4,4,4,0,0,0,0,4,0,0,False,True,4
2211,3,2,3,2,2,4,3,1,0,0,0,40,3,0,False,True,3
2212,3,3,3,4,2,3,3,0,0,0,0,105,7,0,False,True,3
2213,3,2,3,3,3,2,3,0,0,0,0,32,0,0,False,True,3
2214,2,3,2,2,2,2,2,0,0,0,0,158,20,2,True,True,2
2215,3,3,2,4,4,3,3,0,0,0,0,14,0,0,False,True,3
2216,2,2,2,2,2,2,2,0,0,0,0,121,8,0,False,True,2
2217,3,5,4,4,3,4,3,0,0,0,0,34,0,0,False,True,3
2218,5,4,4,5,5,4,5,5,0,0,0,1,0,0,False,True,5
2219,3,2,4,3,3,3,3,0,0,0,0,36,1,0,False,True,3
2220,3,4,3,3,3,3,2,0,0,0,0,34,0,0,False,True,3
2221,5,4,5,5,5,5,5,8,3,1,0,0,0,0,False,True,5
2222,4,4,3,4,4,3,4,0,0,0,0,3,0,0,False,True,4
2223,3,2,3,3,3,3,4,0,0,0,0,3,0,0,False,True,3
2224,3,2,3,3,3,1,3,1,0,0,0,44,0,0,True,False,2
2225,4,2,3,4,3,3,4,1,0,0,0,16,0,0,False,True,3
2226,3,3,3,3,3,3,2,0,0,0,0,37,2,0,False,True,3
2227,3,4,3,3,4,3,4,0,0,0,0,15,0,0,False,True,4
2228,2,2,2,3,2,2,3,0,0,0,0,137,16,1,False,True,2
2229,3,4,4,4,3,3,4,0,0,0,0,16,1,0,False,True,3
2230,4,3,4,5,4,4,4,2,0,0,0,0,0,0,False,True,4
2231,3,2,4,4,3,3,3,1,0,0,0,46,1,0,False,True,3
2232,5,4,4,5,4,4,4,0,0,0,0,4,0,0,False,True,4
2233,3,3,3,4,4,2,3,1,0,0,0,35,0,0,False,True,3
2234,2,2,2,2,2,2,1,0,0,0,0,116,12,1,True,False,2
2235,4,4,3,4,4,4,4,1,0,0,0,3,0,0,False,True,4
2236,4,4,3,4,4,4,4,0,0,0,0,5,0,0,False,True,4
2237,5,5,5,5,5,5,4,5,2,2,1,3,0,0,False,True,5
2238,3,2,4,4,3,3,3,0,0,0,0,8,1,0,False,True,3
2239,3,3,2,3,2,2,3,1,0,0,0,10,0,0,False,True,2
2240,3,2,2,3,2,2,3,0,0,0,0,45,1,0,False,True,2
2241,3,3,4,4,3,2,3,0,0,0,0,10,2,0,False,True,3
2242,3,2,3,3,3,2,3,0,0,0,0,82,7,0,False,True,3
2243,3,2,3,4,2,3,3,1,0,0,0,17,0,0,False,True,3
2244,4,4,3,4,4,3,3,0,0,0,0,11,0,0,False,True,3
2245,4,2,5,5,4,4,5,0,0,0,0,0,0,0,False,True,4
2246,2,4,2,2,2,2,2,0,0,0,0,42,3,0,False,True,2
2247,5,3,5,5,4,5,5,5,2,1,0,2,0,0,False,True,5
2248,3,2,3,3,2,3,3,0,0,0,0,119,11,1,False,True,3
2249,4,5,2,4,4,3,4,0,0,0,0,13,0,0,False,True,4
2250,5,4,5,5,4,5,5,5,1,1,0,0,0,0,False,True,5
2251,5,4,4,5,4,4,5,1,0,0,0,1,0,0,False,True,4
2252,4,2,3,4,3,4,3,1,0,0,0,13,1,0,False,True,3
2253,5,4,4,5,4,5,5,2,1,1,1,1,0,0,False,True,5
2254,5,3,5,5,4,5,5,4,0,0,0,2,0,0,False,True,5
2255,2,3,2,2,2,2,2,0,0,0,0,141,11,1,True,True,2
2256,4,5,4,4,4,4,4,0,0,0,0,8,0,0,False,True,4
2257,3,2,3,3,2,3,3,1,0,0,0,24,1,0,False,True,3
2258,3,3,4,4,4,3,4,0,0,0,0,8,0,0,False,True,4
2259,2,2,2,2,2,2,2,0,0,0,0,148,16,1,False,True,2
2260,2,2,2,3,1,2,2,0,0,0,0,147,27,2,True,False,2
2261,2,3,3,3,2,2,2,0,0,0,0,67,2,0,False,True,2
2262,4,5,3,4,4,3,4,0,0,0,0,0,0,0,False,True,4
2263,2,2,2,2,2,2,2,0,0,0,0,144,16,1,False,True,2
2264,2,3,2,2,1,2,2,0,0,0,0,44,7,0,True,False,2
2265,4,2,4,4,3,4,3,1,0,0,0,9,0,0,False,True,3
2266,3,4,4,3,4,3,3,1,0,0,0,17,0,0,False,True,3
2267,3,5,4,4,3,3,3,0,0,0,0,16,0,0,False,True,3
2268,4,5,4,4,4,3,5,1,0,0,0,8,0,0,False,True,4
2269,5,3,4,5,3,5,4,0,0,0,0,3,0,0,False,True,4
2270,3,3,3,4,3,4,4,0,0,0,0,5,0,0,False,True,4
2271,3,2,3,4,2,2,3,0,0,0,0,126,15,1,False,True,2
2272,2,2,2,2,2,2,2,0,0,0,0,73,5,0,True,True,2
2273,4,5,3,4,5,3,4,1,0,0,0,8,0,0,False,True,4
2274,3,4,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3
2275,2,2,2,2,2,2,2,0,0,0,0,143,13,1,False,True,2
2276,2,3,2,3,3,2,3,0,0,0,0,18,2,0,False,True,3
2277,5,5,4,5,5,5,5,5,1,1,0,0,0,0,False,True,5
2278,3,2,3,2,3,3,2,0,0,0,0,29,0,0,False,True,3
2279,3,2,4,4,2,3,4,0,0,0,0,10,0,0,False,True,3
2280,3,3,2,3,2,2,2,0,0,0,0,40,1,0,False,True,2
2281,3,3,4,4,4,3,3,0,0,0,0,37,3,0,False,True,3
2282,4,4,2,3,4,2,4,0,0,0,0,7,0,0,False,True,3
2283,4,4,4,4,4,5,3,2,1,1,0,6,0,0,False,True,4
2284,2,3,2,3,1,2,2,0,0,0,0,70,3,0,True,False,2
2285,2,3,3,3,2,3,2,0,0,0,0,140,12,1,False,True,2
2286,5,5,5,4,4,5,5,1,0,0,0,3,0,0,False,True,5
2287,2,2,3,3,2,2,2,0,0,0,0,66,3,0,False,True,2
2288,5,3,4,4,3,4,4,0,0,0,0,13,0,0,False,True,4
2289,3,2,3,3,3,2,2,0,0,0,0,42,3,0,False,True,2
2290,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,4
2291,5,4,5,5,4,4,4,1,0,0,0,1,0,0,False,True,4
2292,4,2,3,4,3,4,4,0,0,0,0,4,0,0,False,True,4
2293,3,2,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3
2294,3,5,3,3,4,3,4,0,0,0,0,6,0,0,False,True,4
2295,3,2,3,4,3,4,3,1,0,0,0,43,2,0,False,True,3
2296,3,4,3,3,3,4,3,0,0,0,0,12,0,0,False,True,3
2297,5,5,5,5,5,5,5,3,1,1,1,3,0,0,False,True,5
2298,3,4,3,4,3,3,3,0,0,0,0,17,0,0,False,True,3
2299,3,2,2,3,3,3,3,0,0,0,0,16,1,0,False,True,3
2300,5,3,5,5,4,5,5,0,0,0,0,4,0,0,False,True,4
2301,3,4,3,4,3,3,3,0,0,0,0,10,0,0,False,True,3
2302,3,2,4,4,3,3,4,0,0,0,0,40,1,0,False,True,3
2303,3,3,3,4,3,3,3,0,0,0,0,18,0,0,False,True,3
2304,3,3,3,3,3,3,3,0,0,0,0,16,1,0,False,True,3
2305,2,2,3,2,2,2,2,0,0,0,0,74,2,0,False,True,2
2306,4,4,3,4,4,4,4,1,0,0,0,1,0,0,False,True,4
