id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year2,year2_overall
2467,4,4,4,4,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2468,5,4,4,4,5,5,5,5,5,5,6,2,1,1,0,0,0,False,True,5.0
2469,5,5,5,5,5,5,4,5,5,4,1,1,1,0,1,0,0,False,True,4.58
2470,5,5,4,4,5,4,5,5,5,5,4,2,1,0,0,0,0,False,True,4.97
2471,3,3,3,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
2472,3,4,3,3,3,2,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2473,4,4,3,4,4,4,4,2,5,4,1,0,0,0,9,1,0,True,True,3.61
2474,5,3,5,5,4,5,5,5,5,5,7,3,2,1,0,0,0,False,True,5.0
2475,3,2,3,3,3,2,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
2476,2,2,2,2,2,2,2,2,2,2,0,0,0,0,67,4,0,False,True,2.08
2477,4,3,3,4,3,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2478,4,3,3,4,3,4,4,4,4,4,3,0,0,0,5,0,0,False,True,3.96
2479,3,4,3,3,2,2,3,2,2,2,0,0,0,0,82,3,0,False,True,2.08
2480,4,4,3,4,4,3,3,3,3,3,0,0,0,0,13,0,0,False,True,3.0
2481,4,3,3,4,3,4,5,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2482,5,5,4,5,5,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
2483,2,2,2,2,2,2,2,2,2,2,0,0,0,0,164,9,0,True,True,2.06
2484,3,2,3,3,3,2,2,2,2,2,0,0,0,0,97,6,0,False,True,2.07
2485,5,4,4,4,5,4,5,5,5,5,7,3,2,1,0,0,0,False,True,5.0
2486,5,5,4,5,4,5,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2487,4,2,3,4,4,5,4,4,5,4,0,0,0,0,2,0,0,False,True,4.2
2488,5,4,4,5,5,4,5,5,5,5,7,2,2,2,0,0,0,False,True,5.0
2489,4,4,4,4,4,3,4,4,4,4,3,1,0,0,6,0,0,False,True,3.99
2490,5,5,4,5,5,5,5,5,5,5,6,3,2,1,0,0,0,False,True,5.0
2491,4,4,3,4,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
2492,5,3,4,4,4,4,5,4,4,5,4,1,0,0,1,0,0,False,True,4.31
2493,3,3,3,3,2,2,3,2,2,3,0,0,0,0,73,2,0,False,True,2.39
2494,3,3,3,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2495,3,2,3,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2496,5,5,5,5,5,5,5,5,5,5,6,3,2,0,0,0,0,False,True,5.0
2497,5,5,4,4,5,4,5,5,5,5,6,3,2,0,0,0,0,False,True,5.0
2498,4,2,3,4,3,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2500,3,2,3,3,2,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2501,4,4,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2502,3,5,3,3,4,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2503,3,2,4,4,2,3,3,3,3,3,0,0,0,0,17,2,0,False,True,2.99
2504,2,3,2,2,2,2,2,2,2,2,0,0,0,0,95,4,0,False,True,2.08
2505,2,2,2,2,2,2,2,2,2,2,0,0,0,0,86,2,0,False,True,2.09
2506,3,3,3,3,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
2507,2,2,2,2,2,2,2,2,2,2,0,0,0,0,87,6,0,False,True,2.07
2508,3,2,4,4,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2509,2,2,2,2,2,2,2,2,2,3,0,0,0,0,110,2,0,True,True,2.39
2510,3,2,3,4,2,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
2511,4,4,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2512,5,5,3,4,5,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2513,3,2,3,4,2,2,3,2,2,2,0,0,0,0,113,7,0,False,True,2.06
2514,4,4,3,4,3,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3.3
2515,5,4,5,5,5,5,4,5,5,5,6,3,2,1,0,0,0,False,True,5.0
2516,3,5,3,3,4,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2517,3,2,3,3,3,2,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2518,4,4,4,5,4,4,4,4,4,4,1,0,0,0,10,0,0,False,True,3.92
2519,3,3,3,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2520,2,2,2,2,2,2,2,2,2,2,0,0,0,0,77,10,1,False,True,2.0
2521,2,3,2,2,3,2,2,2,2,2,0,0,0,0,81,8,0,False,True,2.06
2522,3,2,3,3,3,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
2523,4,2,4,5,3,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
2524,5,4,5,5,4,5,5,5,5,5,7,2,2,1,0,0,0,False,True,5.0
2525,5,5,4,4,4,4,5,4,4,4,1,1,0,0,2,0,0,False,True,3.95
2526,3,3,3,3,3,2,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2527,5,4,5,5,5,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2528,4,4,3,5,3,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
2529,3,3,3,3,2,2,3,2,3,2,0,0,0,0,91,5,0,True,True,2.38
2530,3,4,3,3,2,3,3,3,3,3,1,0,0,0,25,2,0,False,True,3.01
2531,3,4,3,4,3,3,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
2532,4,2,4,4,3,3,4,3,3,4,0,0,0,0,23,0,0,False,True,3.3
2533,5,5,4,4,5,5,4,5,5,5,3,2,1,1,0,0,0,False,True,5.0
2534,5,3,4,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2535,3,3,4,4,3,4,2,3,3,3,0,0,0,0,29,1,0,False,True,3.0
2536,3,3,3,3,3,3,4,3,3,3,0,0,0,0,14,0,0,False,True,3.0
2537,2,2,2,3,2,2,2,2,3,2,0,0,0,0,83,7,0,True,True,2.37
2538,5,5,4,4,5,5,4,5,5,5,5,2,1,1,0,0,0,False,True,5.0
2539,2,3,2,2,2,2,2,2,2,2,0,0,0,0,80,5,0,False,True,2.08
2540,3,2,3,4,2,2,3,2,2,3,0,0,0,0,67,4,0,False,True,2.38
2541,4,3,3,4,3,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2542,4,4,3,4,4,3,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
2544,3,4,3,3,3,2,2,1,1,3,0,0,0,0,99,5,0,True,False,1.77
2545,3,2,3,3,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
2546,3,3,2,2,3,2,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2547,2,2,2,2,2,2,2,2,2,3,0,0,0,0,72,5,0,True,True,2.38
2548,5,5,5,5,4,4,5,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2549,4,3,3,3,3,3,2,3,3,3,0,0,0,0,15,0,0,False,True,3.0
2550,3,2,3,4,2,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2551,4,2,4,4,3,4,3,3,4,3,1,0,0,0,14,0,0,False,True,3.32
2552,3,4,2,2,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2553,3,4,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
2554,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,5,0,False,True,2.08
2555,3,3,3,3,2,3,2,3,3,2,0,0,0,0,52,2,0,True,True,2.69
2556,5,5,5,5,5,5,5,5,5,5,5,2,1,0,0,0,0,False,True,4.99
2557,5,5,4,5,5,5,5,5,5,5,1,1,0,0,1,0,0,False,True,4.85
2558,2,2,2,2,2,2,2,2,2,2,0,0,0,0,80,2,0,False,True,2.09
2559,3,2,3,3,2,2,3,2,2,2,0,0,0,0,117,11,1,False,True,2.0
2560,4,3,3,4,4,4,4,4,4,4,1,0,0,0,4,1,0,False,True,3.92
2561,5,3,4,5,4,5,5,5,5,5,6,1,1,1,0,0,0,False,True,5.0
2562,4,3,2,4,3,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2563,4,2,4,4,3,4,3,3,4,3,1,0,0,0,12,1,0,False,True,3.31
2565,4,4,3,4,4,4,3,4,4,4,0,0,0,0,2,0,0,False,True,3.9
2566,3,4,3,2,3,3,2,3,3,3,0,0,0,0,28,1,0,False,True,3.0
2567,2,2,2,2,2,2,2,2,2,2,0,0,0,0,104,10,1,False,True,2.0
2568,2,3,2,3,2,2,2,2,2,2,0,0,0,0,81,3,0,False,True,2.08
2569,3,4,3,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2570,2,2,2,2,2,2,2,2,2,2,0,0,0,0,77,8,0,False,True,2.06
2571,3,2,3,3,3,3,2,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2572,4,3,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2573,2,2,2,3,2,2,2,2,2,2,0,0,0,0,118,3,0,True,True,2.08
2574,3,2,2,3,2,2,2,2,2,2,0,0,0,0,80,4,0,False,True,2.08
2575,5,5,5,5,5,5,4,5,5,5,8,5,3,1,0,0,0,False,True,5.0
2576,2,3,2,3,2,2,3,2,2,2,0,0,0,0,92,4,0,False,True,2.08
2577,2,3,2,2,2,2,2,2,2,3,0,0,0,0,73,2,0,True,True,2.39
2578,2,3,2,2,2,2,2,2,3,2,0,0,0,0,58,3,0,True,True,2.39
2579,2,2,2,2,2,2,2,2,2,2,0,0,0,0,109,10,1,False,True,2.0
2580,2,2,2,2,2,2,2,2,2,2,0,0,0,0,71,6,0,False,True,2.07
2581,3,2,2,2,3,3,2,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2582,4,3,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2583,3,4,3,3,3,3,2,2,2,3,0,0,0,0,66,4,0,True,True,2.38
2584,3,5,4,4,3,2,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2586,3,2,2,2,2,2,2,2,2,3,0,0,0,0,98,5,0,True,True,2.38
2587,5,5,4,5,5,5,5,5,5,5,8,4,2,1,0,0,0,False,True,5.0
2588,4,4,3,4,4,3,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
2589,3,4,4,4,3,3,3,3,3,3,0,0,0,0,12,1,0,False,True,3.0
2590,3,3,2,2,4,3,2,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2591,5,5,5,5,5,5,5,5,5,5,8,2,2,0,0,0,0,False,True,5.0
2592,5,3,4,4,5,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2593,3,4,3,3,3,3,2,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2594,3,3,3,3,3,3,3,3,3,3,1,0,0,0,19,1,0,False,True,3.02
2595,4,3,5,5,4,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
2596,5,5,4,5,5,5,5,5,5,5,5,3,2,1,0,0,0,False,True,5.0
2597,4,2,3,4,2,3,4,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2598,2,3,2,2,2,2,2,2,2,2,0,0,0,0,98,2,0,False,True,2.09
2600,3,3,4,3,3,4,2,3,3,3,1,0,0,0,28,0,0,False,True,3.02
2601,3,5,4,4,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
2602,2,3,2,2,2,2,2,2,2,2,0,0,0,0,79,5,0,False,True,2.08
2603,3,2,3,3,2,3,2,2,2,2,0,0,0,0,119,4,0,False,True,2.08
2604,2,2,2,2,2,2,2,2,2,2,0,0,0,0,138,13,1,True,True,1.99
2605,2,2,2,2,2,2,2,2,2,2,0,0,0,0,82,10,1,False,True,2.0
2606,4,3,4,5,4,3,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
2607,3,4,3,3,3,2,2,2,2,2,0,0,0,0,114,6,0,False,True,2.07
2608,4,4,3,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2609,5,3,5,5,4,5,5,5,5,5,6,4,2,1,0,0,0,False,True,5.0
2610,3,2,3,3,2,2,3,2,2,2,0,0,0,0,80,4,0,False,True,2.08
2611,3,2,2,2,3,3,2,3,3,3,0,0,0,0,25,3,0,False,True,2.99
2612,3,5,4,3,3,3,3,4,2,4,0,0,0,0,32,0,0,True,True,3.3
2613,4,4,3,3,3,3,4,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2614,2,3,2,2,2,2,2,2,2,1,0,0,0,0,115,15,1,True,False,1.68
2615,3,2,3,3,2,3,2,2,2,2,0,0,0,0,49,0,0,False,True,2.1
2616,3,2,3,3,2,2,3,2,2,2,0,0,0,0,59,3,0,False,True,2.08
2617,3,2,3,3,2,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2618,2,2,2,2,2,2,2,2,2,2,0,0,0,0,77,8,0,False,True,2.06
2619,5,3,4,4,5,5,4,5,5,5,5,1,1,0,0,0,0,False,True,4.96
2620,4,3,4,5,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2621,3,4,3,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
2623,3,4,3,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
2624,2,3,3,3,2,2,2,2,3,2,0,0,0,0,100,4,0,True,True,2.38
2625,2,2,2,2,2,2,2,2,2,2,0,0,0,0,77,6,0,False,True,2.07
2626,2,2,3,3,2,3,2,2,2,2,0,0,0,0,79,3,0,False,True,2.08
2627,2,3,2,2,3,2,2,2,2,2,0,0,0,0,99,2,0,False,True,2.09
2628,4,3,3,3,3,4,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
2629,4,2,3,4,3,4,4,4,4,4,0,0,0,0,11,2,0,False,True,3.89
2630,4,4,4,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2631,3,3,3,4,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
2632,3,3,3,3,4,3,2,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2633,5,5,5,4,5,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
2634,4,3,3,4,3,4,4,4,4,4,4,1,0,0,2,0,0,False,True,4.01
2635,4,4,3,4,4,3,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
2636,5,5,4,5,5,4,5,5,5,5,6,2,2,1,0,0,0,False,True,5.0
2637,3,3,3,2,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2638,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2639,4,3,4,4,3,3,4,3,3,3,1,0,0,0,19,0,0,False,True,3.02
2640,4,2,3,4,3,4,4,3,4,4,0,0,0,0,15,0,0,False,True,3.6
2641,4,4,4,4,4,4,3,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2642,3,2,3,3,3,4,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
2643,3,4,3,3,3,3,3,3,3,3,0,0,0,0,34,1,0,False,True,3.0
2644,4,2,3,3,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
2645,5,5,4,4,5,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2646,2,2,2,3,2,2,3,2,2,2,0,0,0,0,69,4,0,False,True,2.08
2647,2,2,2,2,2,2,2,2,1,2,0,0,0,0,137,9,0,True,False,1.75
2648,4,3,3,4,3,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
2649,3,2,3,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
2650,5,5,4,5,5,5,5,5,5,5,4,3,2,1,0,0,0,False,True,5.0
2651,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2652,5,4,5,5,4,5,4,4,4,4,3,0,0,0,2,0,0,False,True,3.96
2653,4,5,4,5,5,4,5,5,5,5,4,2,1,0,0,0,0,False,True,4.97
2654,2,3,2,2,2,2,2,2,3,3,0,0,0,0,80,6,0,True,True,2.67
2655,4,3,3,3,4,3,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
2656,3,2,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2657,5,4,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,False,True,4.86
2658,5,4,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2659,3,2,3,4,2,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
2660,4,5,4,5,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
2661,5,5,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,False,True,4.93
2662,3,5,4,4,4,2,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
2663,3,3,3,4,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2665,3,2,2,3,2,3,3,3,3,3,0,0,0,0,16,1,0,False,True,3.0
2666,3,3,3,4,2,3,3,3,3,3,1,0,0,0,17,0,0,False,True,3.02
2667,3,4,3,3,4,2,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2668,4,5,3,4,4,3,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2669,3,4,4,4,3,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3.0
2670,3,2,4,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2671,3,4,4,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2672,2,3,2,3,2,2,2,2,3,2,1,0,0,0,77,3,0,True,True,2.41
2673,3,4,3,3,2,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2675,4,3,4,4,4,4,3,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2677,4,5,4,5,4,3,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
2678,4,5,4,5,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
2679,2,2,2,3,2,2,2,2,2,2,0,0,0,0,82,2,0,False,True,2.09
2680,3,2,4,4,3,3,4,3,3,3,0,0,0,0,32,0,0,False,True,3.0
2681,2,3,2,2,2,2,2,2,2,2,0,0,0,0,140,18,1,True,True,1.96
2682,3,2,4,4,3,2,4,3,3,3,0,0,0,0,14,0,0,False,True,3.0
2683,2,2,3,3,2,2,2,2,2,2,0,0,0,0,100,8,0,False,True,2.06
2684,2,2,2,3,2,2,2,2,2,2,0,0,0,0,76,6,0,False,True,2.07
2685,5,4,4,4,4,4,5,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2686,4,2,4,4,3,4,4,4,4,4,2,0,0,0,8,0,0,False,True,3.94
2687,4,4,3,4,3,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
2688,5,5,5,5,5,4,4,4,4,4,2,0,0,0,10,0,0,False,True,3.94
2689,2,3,2,3,2,2,4,3,3,3,0,0,0,0,32,1,0,False,True,3.0
2690,3,2,3,4,2,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
2691,3,2,4,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2692,5,5,4,5,4,5,5,5,5,5,6,3,2,0,0,0,0,False,True,5.0
2693,3,4,4,4,3,3,3,3,3,3,0,0,0,0,37,0,0,False,True,3.0
2694,2,3,2,2,2,2,2,3,3,2,0,0,0,0,62,3,0,True,True,2.69
2695,3,5,3,2,3,2,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2696,3,3,3,3,3,3,2,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2697,4,4,4,4,4,5,5,4,5,5,6,1,0,0,1,0,0,False,True,4.65
2698,3,3,3,4,3,2,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2700,3,4,3,3,3,3,3,3,3,3,0,0,0,0,33,3,0,False,True,2.99
2701,4,4,3,3,4,3,3,4,3,3,1,0,0,0,24,0,0,False,True,3.32
2702,4,2,3,4,3,3,4,3,3,4,0,0,0,0,13,0,0,False,True,3.3
2703,2,2,2,3,2,2,2,2,2,2,0,0,0,0,111,12,1,True,True,1.99
2704,2,2,2,2,2,2,2,3,2,2,0,0,0,0,110,2,0,True,True,2.39
2705,2,2,2,2,2,2,2,2,2,2,0,0,0,0,92,5,0,False,True,2.08
2706,3,5,3,3,3,3,3,3,3,3,0,0,0,0,32,2,0,False,True,2.99
2708,3,4,3,4,3,2,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
2709,3,3,3,3,3,2,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
2710,4,3,4,5,4,3,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2711,3,3,3,3,3,2,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2712,4,4,4,4,3,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2713,4,2,3,4,3,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2714,5,5,4,5,5,5,5,5,5,5,5,2,1,1,0,0,0,False,True,5.0
2715,5,5,4,5,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2716,2,2,2,2,2,2,2,2,2,2,0,0,0,0,51,3,0,False,True,2.08
2717,4,4,4,5,4,3,5,4,4,4,3,2,0,0,8,0,0,False,True,4.02
2718,3,2,3,4,3,4,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
2719,5,4,5,5,4,5,5,5,5,5,6,2,2,2,1,0,0,False,True,5.0
2720,4,3,3,3,3,4,4,3,4,4,2,1,0,0,7,0,0,False,True,3.67
2721,5,4,4,5,4,4,5,4,4,4,2,0,0,0,1,0,0,False,True,3.94
2722,5,4,5,5,4,4,5,4,4,4,2,1,0,0,6,0,0,False,True,3.97
2723,4,2,3,5,3,4,4,4,4,4,1,0,0,0,11,0,0,False,True,3.92
2724,4,2,4,4,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
2725,5,4,4,4,4,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
2726,4,2,3,4,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
2727,4,5,4,4,4,3,3,3,3,3,0,0,0,0,33,1,0,False,True,3.0
2728,5,5,5,5,5,4,5,5,5,5,7,2,2,1,0,0,0,False,True,5.0
2730,5,4,4,4,5,5,5,5,5,5,5,2,1,0,0,0,0,False,True,4.99
2731,5,5,5,5,5,4,5,5,5,5,7,1,0,0,0,0,0,False,True,4.97
2732,2,2,2,2,2,2,2,2,2,2,0,0,0,0,103,9,0,True,True,2.06
2733,3,5,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
2734,3,2,3,4,3,3,3,3,3,3,1,0,0,0,15,1,0,False,True,3.02
2735,4,3,4,4,3,4,4,3,4,4,0,0,0,0,9,0,0,False,True,3.6
2736,4,4,3,5,4,4,4,4,4,4,3,0,0,0,8,0,0,False,True,3.96
2737,2,3,2,3,2,2,2,2,2,2,0,0,0,0,87,4,0,False,True,2.08
2738,2,3,2,3,3,2,3,3,2,3,0,0,0,0,31,1,0,False,True,2.69
2739,2,2,2,2,2,2,2,2,2,2,0,0,0,0,69,5,0,False,True,2.08
2740,5,3,4,5,4,4,5,4,4,5,1,0,0,0,1,0,0,False,True,4.22
2741,5,5,5,5,4,4,5,4,4,5,1,0,0,0,7,0,0,False,True,4.22
2742,3,4,4,4,3,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2743,3,3,3,3,3,2,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2744,5,5,4,5,4,5,5,4,5,5,5,1,0,0,1,0,0,False,True,4.63
2745,5,4,5,5,5,5,5,5,5,5,3,2,1,0,1,0,0,False,True,4.95
2746,5,5,5,5,5,5,5,5,5,5,5,3,2,0,0,0,0,False,True,5.0
2747,4,4,3,3,4,4,3,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2748,3,2,4,3,2,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2749,4,3,3,5,3,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2750,3,2,4,4,3,4,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2751,5,3,5,5,5,5,5,5,5,5,6,3,3,0,0,0,0,False,True,5.0
2752,4,2,3,4,3,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2753,2,2,2,2,2,2,2,2,2,2,0,0,0,0,90,1,0,False,True,2.1
2754,3,5,3,4,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2755,5,5,4,4,5,4,5,5,5,5,3,2,0,0,0,0,0,False,True,4.92
2756,5,4,4,4,4,4,5,4,4,5,4,1,0,0,3,0,0,False,True,4.31
2757,3,2,3,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2758,4,4,4,4,4,4,4,4,4,4,2,0,0,0,8,0,0,False,True,3.94
2759,2,2,2,2,2,2,2,3,2,2,0,0,0,0,88,9,0,True,True,2.35
2760,3,3,2,3,2,3,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
2761,2,2,2,2,2,2,2,2,2,2,0,0,0,0,122,5,0,False,True,2.08
2762,4,2,4,4,3,3,4,3,3,4,0,0,0,0,20,2,0,False,True,3.29
2763,3,2,3,3,3,2,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
2764,5,5,5,5,5,5,4,5,5,5,9,3,2,2,0,0,0,False,True,5.0
2765,3,4,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
2766,3,2,3,3,2,3,2,2,2,2,0,0,0,0,98,8,0,False,True,2.06
2767,3,2,3,3,3,3,2,3,3,3,0,0,0,0,19,0,0,False,True,3.0
2768,3,4,3,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2769,3,3,4,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2770,3,5,4,3,3,3,3,3,3,3,1,0,0,0,19,0,0,False,True,3.02
2771,5,4,5,5,4,5,4,4,4,4,3,0,0,0,3,0,0,False,True,3.96
2772,4,5,3,4,5,3,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
2773,3,4,3,3,3,2,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2774,3,3,3,3,3,2,2,3,2,2,0,0,0,0,78,3,0,False,True,2.39
2775,3,2,3,3,2,2,4,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2776,3,5,4,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2777,5,5,4,5,5,5,5,5,5,5,5,2,1,0,0,0,0,False,True,4.99
2778,2,2,2,2,2,2,2,2,3,3,1,0,0,0,66,2,0,True,True,2.71
2779,2,2,2,2,2,2,2,2,2,2,0,0,0,0,76,7,0,False,True,2.06
2780,2,2,2,2,2,2,2,2,2,2,0,0,0,0,85,9,0,False,True,2.06
2782,5,5,4,4,5,4,4,5,4,4,2,1,0,0,6,0,0,False,True,4.27
2783,2,2,2,2,2,2,2,2,2,2,0,0,0,0,106,6,0,False,True,2.07
2784,5,4,5,5,4,5,5,4,4,4,2,0,0,0,7,0,0,False,True,3.94
2785,4,5,3,3,4,4,4,4,4,4,4,0,0,0,5,0,0,False,True,3.98
2786,5,5,4,5,5,5,5,5,5,5,6,2,1,1,0,0,0,False,True,5.0
2787,4,4,4,4,3,4,4,4,4,4,0,0,0,0,15,0,0,False,True,3.9
